zona,PrecioActual,metros,habitaciones,ascensor,localizacion,planta,baños
san-blas,1190000,217,6,S,EXTERIOR,3ª,0
barrio-de-salamanca,595000,99,1,S,EXTERIOR,7ª,0
chamberi,775000,89,3,S,EXTERIOR,5ª,0
arganzuela,490000,78,3,S,EXTERIOR,1ª,2
centro,825000,75,2,S,EXTERIOR,2ª,0
chamartin,1520000,159,4,S,EXTERIOR,3ª,0
san-blas,300000,75,1,S,EXTERIOR,2ª,1
barrio-de-salamanca,309000,43,1,S,EXTERIOR,3ª,0
chamberi,160000,22,1,S,INTERIOR,3ª,0
tetuan,450000,87,3,S,EXTERIOR,1ª,0
centro,620000,79,2,S,EXTERIOR,2ª,0
villaverde,175000,70,3,N,EXTERIOR,1ª,0
san-blas,229000,78,3,S,EXTERIOR,ENTREPLANTA,0
chamberi,890000,121,2,S,EXTERIOR,2ª,0
vicalvaro,525000,113,3,S,EXTERIOR,8ª,2
barrio-de-salamanca,2350000,160,3,S,EXTERIOR,5ª,0
latina,455000,80,3,S,EXTERIOR,6ª,0
centro,286000,52,1,S,INTERIOR,BAJO,0
ciudad-lineal,795000,201,2,S,EXTERIOR,3ª,0
barrio-de-salamanca,1459000,97,2,S,EXTERIOR,5ª,0
carabanchel,214000,74,2,N,EXTERIOR,BAJO,0
chamberi,3400000,344,6,S,EXTERIOR,5ª,0
chamberi,269500,43,1,S,INTERIOR,BAJO,0
chamartin,824000,121,4,S,EXTERIOR,3ª,0
chamberi,1200000,187,3,S,EXTERIOR,7ª,0
barrio-de-salamanca,749000,60,2,S,EXTERIOR,1ª,0
tetuan,450000,67,1,S,EXTERIOR,6ª,0
tetuan,995000,150,4,S,EXTERIOR,3ª,0
ciudad-lineal,980000,147,4,S,EXTERIOR,1ª,0
centro,460000,91,1,N,EXTERIOR,3ª,0
centro,110000,48,2,S,INTERIOR,2ª,0
centro,415105,55,2,N,INTERIOR,1ª,0
chamartin,2490000,410,4,S,EXTERIOR,BAJO,4
tetuan,1480000,248,5,S,EXTERIOR,6ª,3
villa-de-vallecas,585000,120,3,S,EXTERIOR,5ª,0
villa-de-vallecas,295000,85,1,S,EXTERIOR,6ª,1
centro,1290000,164,3,S,EXTERIOR,4ª,0
barrio-de-salamanca,1354000,119,2,S,EXTERIOR,2ª,0
latina,256000,70,2,S,EXTERIOR,5ª,0
tetuan,229500,35,1,N,INTERIOR,BAJO,0
puente-de-vallecas,119000,35,1,N,INTERIOR,BAJO,0
usera,360000,71,2,S,INTERIOR,6ª,0
barrio-de-salamanca,3250000,220,3,S,EXTERIOR,2ª,0
tetuan,1250000,180,3,S,EXTERIOR,4ª,0
carabanchel,123200,52,2,N,EXTERIOR,2ª,0
chamartin,850000,95,1,S,EXTERIOR,7ª,1
barrio-de-salamanca,1364900,130,2,S,INTERIOR,6ª,2
villaverde,129000,99,3,S,EXTERIOR,1ª,0
carabanchel,310000,85,2,S,EXTERIOR,6ª,0
centro,210000,52,2,N,INTERIOR,BAJO,0
centro,790000,125,3,N,EXTERIOR,3ª,0
barrio-de-salamanca,1789000,152,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,850000,55,2,S,EXTERIOR,6ª,0
barrio-de-salamanca,1450000,147,2,S,EXTERIOR,5ª,0
chamberi,1770000,185,5,S,EXTERIOR,3ª,0
carabanchel,345450,105,3,S,EXTERIOR,1ª,0
latina,173000,81,3,S,EXTERIOR,1ª,0
barrio-de-salamanca,359900,60,2,N,EXTERIOR,1ª,0
centro,374000,55,1,S,INTERIOR,2ª,0
centro,1039000,103,3,S,EXTERIOR,3ª,3
centro,2000000,460,4,N,EXTERIOR,1ª,0
villa-de-vallecas,497000,106,3,S,EXTERIOR,BAJO,0
moratalaz,299000,73,3,N,EXTERIOR,BAJO,0
centro,570000,70,1,S,EXTERIOR,3ª,0
centro,1150000,174,4,S,EXTERIOR,2ª,0
barrio-de-salamanca,2469000,271,4,S,EXTERIOR,1ª,0
barrio-de-salamanca,5350000,402,3,S,EXTERIOR,5ª,0
ciudad-lineal,1320000,149,3,S,EXTERIOR,4ª,0
puente-de-vallecas,249900,54,1,N,EXTERIOR,3ª,0
villa-de-vallecas,324500,88,2,S,EXTERIOR,1ª,2
barrio-de-salamanca,1550000,136,3,S,EXTERIOR,4ª,3
centro,995000,136,4,S,EXTERIOR,4ª,2
retiro,1274635,264,4,S,EXTERIOR,1ª,0
chamberi,790000,73,2,S,EXTERIOR,2ª,0
vicalvaro,464900,113,3,S,EXTERIOR,6ª,2
chamartin,2450000,367,4,S,EXTERIOR,1ª,0
arganzuela,509000,94,3,S,EXTERIOR,6ª,0
vicalvaro,207612,63,1,S,EXTERIOR,1ª,0
moncloa,965000,170,6,S,EXTERIOR,BAJO,0
barrio-de-salamanca,629000,57,2,S,EXTERIOR,1ª,0
hortaleza,198800,21,1,S,EXTERIOR,2ª,0
centro,420000,43,1,S,EXTERIOR,1ª,0
centro,715000,115,1,N,EXTERIOR,1ª,0
arganzuela,790000,140,4,S,EXTERIOR,2ª,0
chamartin,790000,90,2,S,EXTERIOR,5ª,0
centro,1150000,133,3,S,EXTERIOR,1ª,0
tetuan,450000,60,1,S,EXTERIOR,5ª,0
villa-de-vallecas,155000,55,2,N,EXTERIOR,BAJO,0
puente-de-vallecas,184999,50,3,N,EXTERIOR,2ª,1
centro,810000,110,4,N,EXTERIOR,2ª,0
chamberi,458000,63,1,S,INTERIOR,2ª,0
moncloa,476950,54,1,S,EXTERIOR,3ª,0
retiro,990000,146,3,S,EXTERIOR,6ª,0
barrio-de-salamanca,1999000,155,3,S,EXTERIOR,1ª,3
barrio-de-salamanca,2019000,215,3,S,INTERIOR,4ª,0
moncloa,909000,159,3,S,EXTERIOR,2ª,0
moncloa,299500,44,1,S,EXTERIOR,5ª,0
tetuan,379000,50,2,S,INTERIOR,5ª,0
puente-de-vallecas,155000,49,1,N,EXTERIOR,4ª,0
retiro,1120000,133,3,S,EXTERIOR,4ª,3
barrio-de-salamanca,3200000,200,4,S,EXTERIOR,5ª,0
san-blas,220000,52,1,S,INTERIOR,5ª,0
barrio-de-salamanca,1489000,120,3,S,EXTERIOR,3ª,3
centro,859000,88,2,S,EXTERIOR,2ª,2
fuencarral,133000,48,1,N,EXTERIOR,BAJO,0
barrio-de-salamanca,6250000,381,5,S,EXTERIOR,5ª,0
barrio-de-salamanca,1729000,166,3,S,EXTERIOR,2ª,3
barrio-de-salamanca,4700000,300,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,1130000,78,2,S,EXTERIOR,3ª,0
barrio-de-salamanca,879000,87,2,S,INTERIOR,6ª,2
tetuan,197000,75,2,S,INTERIOR,BAJO,0
barrio-de-salamanca,1839000,163,3,S,EXTERIOR,5ª,0
barrio-de-salamanca,4490000,285,4,S,EXTERIOR,7ª,4
barrio-de-salamanca,1433250,89,2,S,INTERIOR,4ª,0
barrio-de-salamanca,4800000,300,3,S,EXTERIOR,6ª,0
barrio-de-salamanca,4400000,306,4,S,EXTERIOR,3ª,0
barrio-de-salamanca,1300000,100,2,S,INTERIOR,1ª,0
retiro,900000,179,3,S,EXTERIOR,BAJO,0
retiro,1900000,150,3,N,EXTERIOR,4ª,1
hortaleza,840000,165,3,S,EXTERIOR,7ª,2
usera,270000,115,3,N,EXTERIOR,BAJO,0
centro,2150000,152,2,S,EXTERIOR,1ª,0
chamartin,1195000,156,3,S,EXTERIOR,1ª,2
chamberi,1350000,138,2,S,EXTERIOR,7ª,1
chamberi,2900000,215,3,S,EXTERIOR,2ª,0
puente-de-vallecas,170000,57,2,N,EXTERIOR,BAJO,0
barrio-de-salamanca,3390000,381,4,S,EXTERIOR,7ª,0
retiro,720000,92,2,S,INTERIOR,1ª,0
tetuan,600000,99,2,S,EXTERIOR,2ª,0
san-blas,535000,112,3,S,EXTERIOR,4ª,2
tetuan,1099000,126,4,S,EXTERIOR,10ª,0
barrio-de-salamanca,2469000,271,4,S,EXTERIOR,1ª,0
centro,360000,60,1,S,EXTERIOR,5ª,0
moncloa,1450000,270,5,S,EXTERIOR,6ª,0
tetuan,350000,60,1,S,INTERIOR,2ª,0
usera,247590,72,2,S,INTERIOR,BAJO,0
centro,1300000,150,3,S,INTERIOR,4ª,0
villa-de-vallecas,177000,52,3,N,EXTERIOR,BAJO,0
centro,185300,36,1,S,INTERIOR,BAJO,0
hortaleza,899000,204,3,S,EXTERIOR,1ª,0
latina,280000,117,1,S,EXTERIOR,3ª,0
ciudad-lineal,155000,51,2,N,EXTERIOR,3ª,0
barrio-de-salamanca,3950000,270,4,S,EXTERIOR,4ª,0
puente-de-vallecas,160000,55,1,S,EXTERIOR,2ª,0
centro,460000,110,3,N,EXTERIOR,BAJO,0
centro,2170000,125,2,S,EXTERIOR,4ª,3
carabanchel,125000,36,2,N,INTERIOR,BAJO,0
centro,450000,70,2,S,EXTERIOR,1ª,0
centro,630000,85,2,S,INTERIOR,BAJO,0
barrio-de-salamanca,1354900,144,2,N,EXTERIOR,2ª,0
centro,379000,47,1,S,EXTERIOR,SÓTANO,0
barrio-de-salamanca,1359000,137,2,S,INTERIOR,1ª,0
fuencarral,1198500,244,4,S,EXTERIOR,6ª,0
ciudad-lineal,267000,51,2,S,INTERIOR,BAJO,0
barrio-de-salamanca,1250000,140,3,S,EXTERIOR,4ª,0
barrio-de-salamanca,1100000,122,3,S,EXTERIOR,6ª,2
ciudad-lineal,250000,69,3,S,EXTERIOR,3ª,0
latina,289000,67,2,S,EXTERIOR,2ª,0
san-blas,275000,65,1,S,EXTERIOR,4ª,0
barrio-de-salamanca,660500,62,1,S,EXTERIOR,1ª,0
centro,1395000,221,4,S,EXTERIOR,2ª,0
centro,420000,43,1,S,INTERIOR,1ª,0
ciudad-lineal,195000,61,1,N,EXTERIOR,SÓTANO,0
chamartin,955000,133,2,S,EXTERIOR,6ª,1
chamberi,950000,78,2,S,EXTERIOR,6ª,0
barrio-de-salamanca,1435000,140,3,S,EXTERIOR,6ª,0
centro,679000,75,2,S,INTERIOR,5ª,0
carabanchel,538950,210,5,N,EXTERIOR,1ª,4
puente-de-vallecas,320000,110,3,N,INTERIOR,1ª,1
puente-de-vallecas,169900,67,3,S,EXTERIOR,1ª,0
carabanchel,220000,73,2,S,EXTERIOR,BAJO,0
centro,450000,87,2,S,EXTERIOR,4ª,0
centro,1300000,240,5,S,EXTERIOR,3ª,0
barrio-de-salamanca,1200000,135,2,S,EXTERIOR,BAJO,0
barrio-de-salamanca,749000,74,2,S,EXTERIOR,1ª,0
centro,990000,105,2,S,INTERIOR,2ª,0
san-blas,271000,63,1,S,EXTERIOR,5ª,0
barrio-de-salamanca,1399000,131,2,S,EXTERIOR,1ª,2
latina,115600,81,3,N,EXTERIOR,4ª,0
barrio-de-salamanca,3300000,283,4,S,EXTERIOR,27ª,0
centro,799000,85,2,S,EXTERIOR,6ª,0
tetuan,225000,32,1,S,EXTERIOR,3ª,0
carabanchel,183000,65,2,N,EXTERIOR,3ª,1
barrio-de-salamanca,1275000,125,3,S,EXTERIOR,1ª,3
ciudad-lineal,315000,92,3,S,EXTERIOR,BAJO,1
barrio-de-salamanca,3900000,300,5,S,EXTERIOR,3ª,3
chamberi,745000,65,2,S,EXTERIOR,3ª,2
puente-de-vallecas,230000,92,3,N,INTERIOR,BAJO,0
puente-de-vallecas,175000,55,2,N,EXTERIOR,1ª,1
centro,950000,94,2,S,EXTERIOR,BAJO,0
retiro,995000,92,2,S,EXTERIOR,6ª,2
san-blas,383500,93,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,1349000,120,2,S,INTERIOR,1ª,0
chamartin,3000000,300,4,S,EXTERIOR,5ª,0
moncloa,980000,260,5,S,EXTERIOR,2ª,0
centro,425000,62,1,S,EXTERIOR,3ª,0
retiro,1149000,111,2,S,INTERIOR,3ª,2
barrio-de-salamanca,4360000,310,3,S,EXTERIOR,2ª,0
centro,1980000,166,2,S,EXTERIOR,2ª,0
arganzuela,249000,40,1,S,EXTERIOR,BAJO,0
tetuan,435000,67,1,S,INTERIOR,6ª,0
carabanchel,277000,57,1,S,EXTERIOR,2ª,0
ciudad-lineal,195000,65,1,N,EXTERIOR,SÓTANO,0
barrio-de-salamanca,560000,77,3,S,EXTERIOR,SÓTANO,0
ciudad-lineal,230000,52,1,S,EXTERIOR,1ª,0
ciudad-lineal,460000,224,3,N,EXTERIOR,BAJO,0
centro,325000,58,1,S,EXTERIOR,5ª,0
barrio-de-salamanca,2390000,178,3,S,EXTERIOR,2ª,3
centro,370000,38,2,N,INTERIOR,3ª,0
latina,285000,72,3,S,EXTERIOR,6ª,0
barrio-de-salamanca,750000,85,2,S,INTERIOR,6ª,0
moncloa,923706,205,4,S,EXTERIOR,1ª,3
villaverde,227000,150,4,S,EXTERIOR,4ª,0
barrio-de-salamanca,3650000,193,3,S,EXTERIOR,7ª,3
hortaleza,439000,90,3,S,EXTERIOR,4ª,0
fuencarral,140000,60,2,S,EXTERIOR,-1,0
chamartin,360000,60,2,S,EXTERIOR,BAJO,0
moncloa,226550,30,1,S,EXTERIOR,ENTREPLANTA,0
centro,790000,132,2,S,EXTERIOR,1ª,0
hortaleza,460000,112,2,S,EXTERIOR,2ª,2
fuencarral,1198500,244,4,S,EXTERIOR,6ª,0
san-blas,198000,60,3,N,EXTERIOR,ENTREPLANTA,1
arganzuela,286000,42,2,N,INTERIOR,4ª,0
retiro,2000000,170,3,S,EXTERIOR,4ª,1
chamberi,875000,83,2,S,EXTERIOR,3ª,0
barrio-de-salamanca,4400000,267,4,S,EXTERIOR,5ª,0
centro,270000,85,2,N,EXTERIOR,BAJO,0
centro,2700000,265,4,S,EXTERIOR,5ª,0
fuencarral,250000,54,2,N,EXTERIOR,4ª,0
centro,2550000,255,4,S,EXTERIOR,5ª,0
villaverde,219000,84,3,S,EXTERIOR,2ª,0
usera,475000,75,2,S,EXTERIOR,3ª,0
latina,482932,215,3,S,EXTERIOR,BAJO,0
barajas,156000,57,3,N,EXTERIOR,2ª,0
fuencarral,940000,195,5,S,EXTERIOR,8ª,2
chamberi,875000,83,2,S,EXTERIOR,3ª,0
centro,689000,115,5,S,EXTERIOR,ENTREPLANTA,2
centro,540000,109,4,S,EXTERIOR,BAJO,0
chamberi,1580000,317,5,S,EXTERIOR,1ª,0
latina,180000,56,3,N,EXTERIOR,3ª,1
san-blas,150000,41,1,N,EXTERIOR,1ª,1
barrio-de-salamanca,3500000,360,4,S,EXTERIOR,2ª,0
chamberi,650000,90,3,S,INTERIOR,5ª,0
tetuan,870000,155,3,S,INTERIOR,2ª,0
villaverde,73000,65,3,N,EXTERIOR,3ª,0
arganzuela,465000,80,3,S,INTERIOR,7ª,1
chamartin,2000000,136,2,S,EXTERIOR,5ª,0
tetuan,599000,115,3,N,EXTERIOR,3ª,1
carabanchel,228000,95,3,N,EXTERIOR,3ª,0
barrio-de-salamanca,850000,95,2,S,EXTERIOR,2ª,0
usera,199000,60,3,N,EXTERIOR,BAJO,0
ciudad-lineal,267000,80,3,N,EXTERIOR,1ª,0
barrio-de-salamanca,1380000,127,3,S,EXTERIOR,3ª,1
puente-de-vallecas,106000,18,1,N,EXTERIOR,BAJO,0
chamberi,1332000,177,3,S,EXTERIOR,9ª,0
chamberi,1290000,162,3,S,EXTERIOR,2ª,0
chamberi,1359000,114,2,S,EXTERIOR,BAJO,0
centro,789000,84,2,N,EXTERIOR,4ª,2
tetuan,590000,90,2,S,EXTERIOR,3ª,0
chamartin,999000,100,3,S,EXTERIOR,3ª,0
villa-de-vallecas,299000,113,1,S,EXTERIOR,8ª,0
villa-de-vallecas,279000,75,1,S,EXTERIOR,1ª,0
barrio-de-salamanca,4000000,400,4,S,EXTERIOR,11ª,0
ciudad-lineal,790000,152,4,S,EXTERIOR,9ª,0
tetuan,350000,62,3,N,EXTERIOR,2ª,0
villaverde,212000,65,2,N,EXTERIOR,BAJO,0
barrio-de-salamanca,900000,96,3,S,EXTERIOR,6ª,0
centro,379000,81,1,N,INTERIOR,2ª,0
barrio-de-salamanca,829000,63,2,N,INTERIOR,1ª,2
barrio-de-salamanca,430000,87,2,S,EXTERIOR,BAJO,0
carabanchel,250000,77,3,N,EXTERIOR,2ª,0
carabanchel,230000,65,3,N,EXTERIOR,3ª,0
chamberi,6500000,550,6,S,EXTERIOR,7ª,0
centro,760000,170,5,N,EXTERIOR,2ª,0
tetuan,720000,93,2,S,EXTERIOR,4ª,0
chamartin,2290000,260,4,S,EXTERIOR,9ª,0
centro,996000,122,3,S,EXTERIOR,1ª,0
centro,750000,107,2,S,EXTERIOR,SÓTANO,1
moratalaz,250000,81,3,N,EXTERIOR,3ª,0
centro,329000,227,5,S,EXTERIOR,BAJO,0
barajas,360000,100,3,N,INTERIOR,3ª,0
arganzuela,289000,58,2,N,INTERIOR,4ª,0
usera,150000,90,3,N,EXTERIOR,1ª,0
centro,474000,69,2,N,EXTERIOR,1ª,0
centro,889000,118,2,S,EXTERIOR,1ª,2
vicalvaro,360000,74,2,S,EXTERIOR,BAJO,0
moncloa,1450000,346,5,S,EXTERIOR,2ª,0
barrio-de-salamanca,3450000,390,5,S,EXTERIOR,6ª,0
centro,1495000,198,3,S,EXTERIOR,1ª,0
puente-de-vallecas,280000,67,3,S,EXTERIOR,3ª,0
carabanchel,170000,70,3,S,EXTERIOR,BAJO,1
hortaleza,565000,151,4,S,EXTERIOR,3ª,0
retiro,1390000,165,3,S,EXTERIOR,1ª,0
centro,429000,201,5,S,INTERIOR,BAJO,0
vicalvaro,465900,115,3,S,EXTERIOR,5ª,0
villaverde,236000,92,2,S,EXTERIOR,1ª,0
fuencarral,310000,62,2,S,EXTERIOR,4ª,1
barrio-de-salamanca,1550000,138,3,S,EXTERIOR,2ª,2
barrio-de-salamanca,1250000,129,2,S,EXTERIOR,1ª,0
chamartin,700000,160,3,N,INTERIOR,BAJO,0
puente-de-vallecas,180000,65,2,N,EXTERIOR,2ª,0
tetuan,495000,125,5,S,EXTERIOR,1ª,2
barrio-de-salamanca,8550000,540,6,S,EXTERIOR,7ª,0
fuencarral,900000,100,3,S,EXTERIOR,3ª,0
latina,198700,94,2,N,EXTERIOR,BAJO,0
hortaleza,895000,159,3,S,EXTERIOR,5ª,2
centro,859000,108,3,N,EXTERIOR,1ª,0
barrio-de-salamanca,4950000,413,4,S,EXTERIOR,4ª,0
centro,1550000,167,4,S,EXTERIOR,2ª,0
chamartin,4800000,463,4,S,EXTERIOR,1ª,0
moratalaz,349000,93,3,S,EXTERIOR,3ª,0
tetuan,1300000,490,3,N,INTERIOR,BAJO,0
carabanchel,310000,80,3,N,EXTERIOR,4ª,0
puente-de-vallecas,229000,100,3,S,EXTERIOR,1ª,2
ciudad-lineal,240000,68,2,S,EXTERIOR,3ª,0
carabanchel,298800,69,1,S,EXTERIOR,BAJO,0
barrio-de-salamanca,1450000,158,3,S,EXTERIOR,3ª,0
barajas,300000,102,2,S,EXTERIOR,1ª,1
villaverde,319995,95,3,S,EXTERIOR,5ª,0
retiro,740000,158,4,S,EXTERIOR,4ª,0
centro,1119000,139,3,N,EXTERIOR,2ª,0
chamberi,420000,59,2,S,INTERIOR,BAJO,0
barrio-de-salamanca,2900000,215,4,S,EXTERIOR,3ª,0
ciudad-lineal,219000,54,1,N,EXTERIOR,2ª,0
puente-de-vallecas,202000,59,3,N,EXTERIOR,1ª,0
barrio-de-salamanca,1100000,108,2,S,EXTERIOR,BAJO,0
barrio-de-salamanca,1150000,140,2,S,EXTERIOR,6ª,0
centro,789000,101,2,N,EXTERIOR,4ª,2
puente-de-vallecas,199999,106,3,S,EXTERIOR,8ª,1
tetuan,390000,50,1,N,EXTERIOR,2ª,1
chamartin,930000,160,5,S,EXTERIOR,ENTREPLANTA,0
fuencarral,251000,83,2,S,EXTERIOR,BAJO,0
arganzuela,190000,35,2,S,INTERIOR,4ª,0
chamartin,795000,127,4,S,EXTERIOR,3ª,2
chamartin,299000,65,1,N,EXTERIOR,BAJO,0
tetuan,651300,234,4,S,EXTERIOR,11ª,0
fuencarral,540000,85,2,S,EXTERIOR,2ª,0
puente-de-vallecas,160000,53,2,N,EXTERIOR,BAJO,0
villaverde,275000,103,1,S,EXTERIOR,7ª,0
barrio-de-salamanca,1490000,164,4,S,INTERIOR,3ª,3
centro,230000,51,2,N,INTERIOR,1ª,0
centro,1990000,215,4,N,EXTERIOR,4ª,0
chamberi,1080000,128,3,S,EXTERIOR,2ª,3
tetuan,449000,70,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,1789000,110,2,S,EXTERIOR,2ª,2
carabanchel,359000,83,2,S,EXTERIOR,BAJO,0
centro,670000,162,2,N,EXTERIOR,BAJO,2
puente-de-vallecas,111000,31,1,S,EXTERIOR,BAJO,0
barrio-de-salamanca,2019000,215,3,S,INTERIOR,4ª,0
arganzuela,565000,96,2,S,EXTERIOR,1ª,2
villaverde,213000,66,2,N,EXTERIOR,BAJO,0
barrio-de-salamanca,1789000,110,2,S,EXTERIOR,2ª,2
retiro,1679000,133,2,S,EXTERIOR,4ª,2
barrio-de-salamanca,5900000,290,4,S,EXTERIOR,5ª,0
arganzuela,215000,51,2,N,INTERIOR,SÓTANO,0
moncloa,1250000,310,4,S,EXTERIOR,1ª,0
barrio-de-salamanca,375000,60,2,S,INTERIOR,SÓTANO,0
carabanchel,230000,65,4,N,EXTERIOR,1ª,0
usera,395000,120,1,S,EXTERIOR,9ª,0
centro,790000,148,2,S,EXTERIOR,3ª,2
barrio-de-salamanca,1729000,166,3,N,EXTERIOR,2ª,3
ciudad-lineal,145000,56,2,N,INTERIOR,SÓTANO,0
chamberi,500000,56,1,S,EXTERIOR,4ª,0
puente-de-vallecas,138500,42,1,N,INTERIOR,1ª,0
tetuan,1320000,240,4,S,EXTERIOR,6ª,0
barrio-de-salamanca,2469000,223,4,S,EXTERIOR,1ª,0
chamartin,2545000,259,3,S,EXTERIOR,8ª,3
hortaleza,1030000,212,4,S,EXTERIOR,6ª,3
carabanchel,159900,49,2,N,EXTERIOR,2ª,0
moncloa,496950,56,1,S,EXTERIOR,3ª,0
puente-de-vallecas,208000,94,3,N,EXTERIOR,1ª,2
san-blas,620000,155,3,S,INTERIOR,BAJO,0
ciudad-lineal,1800000,343,5,S,EXTERIOR,4ª,0
centro,240000,30,1,S,INTERIOR,BAJO,0
barrio-de-salamanca,1349000,115,2,S,INTERIOR,1ª,0
ciudad-lineal,1850000,377,5,S,EXTERIOR,4ª,0
chamartin,670000,89,2,S,EXTERIOR,2ª,1
barrio-de-salamanca,13000000,421,5,S,EXTERIOR,3ª,0
tetuan,250000,50,2,S,EXTERIOR,4ª,0
barrio-de-salamanca,849999,107,1,S,EXTERIOR,1ª,0
puente-de-vallecas,75000,30,1,N,EXTERIOR,BAJO,0
tetuan,1193000,210,5,S,EXTERIOR,2ª,0
chamartin,333000,43,1,S,EXTERIOR,BAJO,0
barrio-de-salamanca,1150000,109,3,S,EXTERIOR,4ª,0
chamberi,1375000,115,2,S,EXTERIOR,5ª,0
moncloa,850000,148,6,S,EXTERIOR,1ª,0
centro,395000,74,3,S,EXTERIOR,1ª,0
centro,315000,40,1,S,EXTERIOR,5ª,0
centro,136000,37,1,N,INTERIOR,1ª,0
moncloa,585000,115,2,S,EXTERIOR,BAJO,1
centro,1079000,128,3,S,EXTERIOR,2ª,0
barrio-de-salamanca,1750000,185,3,S,EXTERIOR,BAJO,3
latina,276000,70,3,N,EXTERIOR,1ª,0
tetuan,1245000,225,3,S,EXTERIOR,2ª,0
arganzuela,460000,94,5,S,EXTERIOR,6ª,1
barrio-de-salamanca,1590000,135,3,S,EXTERIOR,1ª,3
barrio-de-salamanca,2390000,194,3,S,EXTERIOR,4ª,0
centro,1650000,180,4,S,EXTERIOR,2ª,0
fuencarral,840000,163,3,S,EXTERIOR,2ª,0
retiro,1250000,168,4,S,INTERIOR,3ª,0
latina,255000,85,2,N,EXTERIOR,BAJO,0
arganzuela,890000,122,3,S,EXTERIOR,1ª,0
chamberi,1399000,277,4,S,EXTERIOR,3ª,0
arganzuela,825000,120,3,S,EXTERIOR,2ª,0
arganzuela,522000,133,3,S,EXTERIOR,2ª,0
carabanchel,266300,101,3,S,EXTERIOR,3ª,0
chamartin,650000,90,2,S,EXTERIOR,5ª,0
centro,500000,60,2,N,EXTERIOR,4ª,0
barrio-de-salamanca,1545000,170,3,S,EXTERIOR,1ª,2
chamberi,1190000,141,2,S,EXTERIOR,ENTREPLANTA,0
barrio-de-salamanca,829000,76,2,N,INTERIOR,1ª,0
barrio-de-salamanca,5050000,298,4,S,EXTERIOR,5ª,4
usera,420000,93,3,S,EXTERIOR,5ª,2
retiro,940000,103,3,N,EXTERIOR,BAJO,3
barrio-de-salamanca,1600000,185,3,S,EXTERIOR,1ª,0
puente-de-vallecas,245000,87,3,S,EXTERIOR,3ª,0
vicalvaro,224300,91,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,1590000,201,4,S,EXTERIOR,3ª,5
moratalaz,250000,63,2,N,EXTERIOR,3ª,0
centro,700000,100,2,S,EXTERIOR,1ª,2
hortaleza,1190000,182,3,S,EXTERIOR,4ª,0
retiro,500000,64,2,S,INTERIOR,1ª,0
centro,538000,65,2,S,EXTERIOR,3ª,0
retiro,1950000,174,3,S,EXTERIOR,2ª,0
centro,750000,118,2,N,EXTERIOR,2ª,0
centro,959000,142,2,N,EXTERIOR,1ª,1
barrio-de-salamanca,5200000,270,3,S,EXTERIOR,3ª,0
vicalvaro,526000,201,3,S,EXTERIOR,BAJO,0
centro,480000,89,1,S,EXTERIOR,4ª,0
centro,286000,41,1,S,INTERIOR,BAJO,0
centro,299000,50,1,S,EXTERIOR,2ª,1
tetuan,485000,86,3,S,EXTERIOR,1ª,0
vicalvaro,450000,111,3,S,EXTERIOR,5ª,0
retiro,1250000,125,3,S,EXTERIOR,3ª,2
centro,989000,112,3,N,EXTERIOR,2ª,3
villa-de-vallecas,609900,126,3,S,EXTERIOR,6ª,0
barrio-de-salamanca,719000,50,2,S,INTERIOR,3ª,0
chamartin,2297000,264,4,S,EXTERIOR,6ª,3
centro,789000,115,2,N,EXTERIOR,4ª,0
barrio-de-salamanca,1420000,155,3,S,EXTERIOR,5ª,0
retiro,1495000,140,3,S,EXTERIOR,2ª,0
carabanchel,165000,48,1,S,EXTERIOR,BAJO,0
centro,1519000,211,4,S,EXTERIOR,1ª,0
centro,1350000,122,2,S,EXTERIOR,1ª,0
barrio-de-salamanca,1950000,199,3,S,EXTERIOR,7ª,0
carabanchel,149500,41,1,S,EXTERIOR,BAJO,0
centro,795000,90,3,S,EXTERIOR,3ª,0
chamberi,6200000,548,4,S,EXTERIOR,7ª,0
barrio-de-salamanca,2400000,220,3,S,EXTERIOR,5ª,2
ciudad-lineal,745000,185,3,S,EXTERIOR,4ª,2
tetuan,790000,120,4,S,EXTERIOR,6ª,0
vicalvaro,475000,126,3,S,EXTERIOR,1ª,2
fuencarral,389000,73,1,S,EXTERIOR,7ª,1
carabanchel,165000,72,3,N,EXTERIOR,4ª,1
puente-de-vallecas,195000,67,3,N,EXTERIOR,3ª,0
centro,1450000,145,2,S,EXTERIOR,3ª,0
chamberi,6300000,357,4,S,EXTERIOR,3ª,5
retiro,1950000,252,6,S,EXTERIOR,2ª,0
vicalvaro,482000,100,3,S,EXTERIOR,1ª,0
barrio-de-salamanca,13000000,421,5,S,EXTERIOR,3ª,0
carabanchel,349000,107,3,S,EXTERIOR,3ª,0
ciudad-lineal,525000,68,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,1459000,97,2,S,EXTERIOR,5ª,2
centro,405000,50,5,N,EXTERIOR,4ª,0
chamberi,1200000,157,4,S,EXTERIOR,2ª,0
chamberi,4315000,479,5,S,EXTERIOR,2ª,0
tetuan,336000,95,3,S,EXTERIOR,1ª,0
